shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
" 121775",35.35259,-83.20369,518
" 121775",35.35254,-83.20381,519
" 121775",35.35247,-83.20401,520
" 121775",35.35236,-83.20428,521
" 121775",35.35227,-83.20449,522
" 121775",35.35211,-83.20481,523
" 121775",35.35202,-83.20497,524
" 121775",35.35192,-83.20513,525
" 121775",35.35178,-83.20534,526
" 121775",35.3516,-83.20559,527
" 121775",35.35216,-83.20604,528
" 121775",35.35248,-83.20626,529
" 121775",35.35261,-83.20637,530
" 121775",35.35267,-83.20642,531
" 121775",35.3527,-83.20646,532
" 121775",35.35273,-83.20652,533
" 121775",35.35274,-83.20654,534
" 121775",35.35277,-83.20662,535
" 121775",35.35278,-83.20664,536
" 121775",35.35288,-83.20665,537
" 121775",35.35295,-83.20667,538
" 121775",35.35297,-83.20668,539
" 121775",35.35307,-83.20674,540
" 121775",35.35311,-83.20677,541
" 121775",35.35319,-83.20683,542
" 121775",35.35339,-83.20697,543
" 121775",35.35343,-83.20699,544
" 121775",35.35353,-83.20705,545
" 121775",35.35357,-83.20708,546
" 121775",35.35358,-83.20708,547
" 121775",35.3536,-83.20708,548
" 121775",35.35362,-83.20706,549
" 121775",35.35363,-83.20705,550
" 121775",35.35374,-83.20715,551
" 121775",35.3538,-83.20718,552
" 121775",35.35393,-83.20722,553
" 121775",35.3543,-83.20722,554
" 121775",35.35393,-83.20722,555
" 121775",35.3538,-83.20718,556
" 121775",35.35374,-83.20715,557
" 121775",35.35363,-83.20705,558
" 121775",35.35362,-83.20706,559
" 121775",35.3536,-83.20708,560
" 121775",35.35358,-83.20708,561
" 121775",35.35357,-83.20708,562
" 121775",35.35353,-83.20705,563
" 121775",35.35343,-83.20699,564
" 121775",35.35339,-83.20697,565
" 121775",35.35319,-83.20683,566
" 121775",35.35311,-83.20677,567
" 121775",35.35307,-83.20674,568
" 121775",35.35297,-83.20668,569
" 121775",35.35295,-83.20667,570
" 121775",35.35288,-83.20665,571
" 121775",35.35278,-83.20664,572
" 121775",35.35277,-83.20662,573
" 121775",35.35273,-83.20652,574
" 121775",35.3527,-83.20646,575
" 121775",35.35267,-83.20642,576
" 121775",35.35266,-83.20641,577
" 121775",35.35261,-83.20637,578
" 121775",35.35248,-83.20626,579
" 121775",35.35236,-83.20618,580
" 121775",35.3522,-83.20607,581
" 121775",35.35216,-83.20604,582
" 121775",35.35205,-83.20595,583
" 121775",35.3519,-83.20584,584
" 121775",35.35174,-83.20572,585
" 121775",35.35159,-83.20561,586
" 121775",35.35129,-83.20602,587
" 121775",35.35072,-83.20677,588
" 121775",35.35068,-83.20683,589
" 121775",35.35039,-83.2072,590
" 121775",35.35021,-83.20744,591
" 121775",35.35019,-83.20752,592
" 121775",35.35013,-83.20763,593
" 121775",35.3501,-83.20771,594
" 121775",35.3501,-83.20772,595
" 121775",35.3501,-83.20773,596
" 121775",35.3501,-83.20774,597
" 121775",35.3501,-83.20775,598
" 121775",35.3501,-83.20776,599
" 121775",35.3501,-83.20777,600
" 121775",35.3501,-83.20778,601
" 121775",35.3501,-83.20779,602
" 121775",35.3501,-83.2078,603
" 121775",35.35009,-83.20781,604
" 121775",35.35009,-83.20782,605
" 121775",35.35009,-83.20783,606
" 121775",35.35008,-83.20784,607
" 121775",35.35008,-83.20785,608
" 121775",35.35007,-83.20785,609
" 121775",35.35007,-83.20786,610
" 121775",35.35006,-83.20787,611
" 121775",35.35005,-83.20788,612
" 121775",35.35004,-83.20789,613
" 121775",35.35003,-83.20789,614
" 121775",35.35003,-83.2079,615
" 121775",35.35002,-83.2079,616
" 121775",35.35001,-83.20791,617
" 121775",35.35,-83.20791,618
" 121775",35.34999,-83.20791,619
" 121775",35.34998,-83.20791,620
" 121775",35.34997,-83.20791,621
" 121775",35.34996,-83.20791,622
" 121775",35.34995,-83.20791,623
" 121775",35.34994,-83.20791,624
" 121775",35.34993,-83.20791,625
" 121775",35.34992,-83.2079,626
" 121775",35.34991,-83.2079,627
" 121775",35.34979,-83.20799,628
" 121775",35.34975,-83.20801,629
" 121775",35.34971,-83.20802,630
" 121775",35.34969,-83.20805,631
" 121775",35.34961,-83.20813,632
" 121775",35.34952,-83.2082,633
" 121775",35.34943,-83.20827,634
" 121775",35.34907,-83.20854,635
" 121775",35.34879,-83.20873,636
" 121775",35.34854,-83.20836,637
" 121775",35.3485,-83.2083,638
" 121775",35.34852,-83.20827,639
